Brazil,1832.69
Belgium,1827
France,1789.85
Argentina,1765.13
England,1761.71
Italy,1723.31
Spain,1709.19
Portugal,1674.78
Mexico,1658.82
Netherlands,1658.66
Denmark,1653.6
Germany,1650.53
Uruguay,1635.73
Switzerland,1635.32
USA,1633.72
Croatia,1621.11
Colombia,1600.52
Wales,1588.08
Sweden,1584.77
Senegal,1584.16
IR Iran,1564.49
Peru,1562.32
Japan,1553.44
Morocco,1551.88
Serbia,1547.53
Poland,1544.2
Ukraine,1535.08
Chile,1526.4
Korea Republic,1519.54
Nigeria,1504.01
Costa Rica,1503.09
Egypt,1500.67
Czech Republic,1500.62
Austria,1500.37
Tunisia,1499.8
Russia,1493.42
Cameroon,1480.48
Canada,1479
Scotland,1472.66
Hungary,1466.08
Norway,1463.5
Australia,1462.29
Turkey,1461.81
Algeria,1461.26
Slovakia,1454.98
Ecuador,1452.63
Republic of Ireland,1449.48
Romania,1446.54
Saudi Arabia,1444.69
Paraguay,1443.3
