Brazil,1841.3
Belgium,1816.71
Argentina,1773.88
France,1759.78
England,1728.47
Italy,1726.14
Spain,1715.22
Netherlands,1694.51
Portugal,1676.56
Denmark,1666.57
Germany,1650.21
Croatia,1645.64
Mexico,1644.89
Uruguay,1638.71
Switzerland,1635.92
USA,1627.48
Colombia,1611.04
Senegal,1584.38
Wales,1569.82
IR Iran,1564.61
Serbia,1563.62
Morocco,1563.5
Peru,1561.01
Japan,1559.54
Sweden,1553.33
Poland,1548.59
Ukraine,1536.99
Korea Republic,1530.3
Chile,1509.61
Tunisia,1507.54
Costa Rica,1503.59
Nigeria,1498.47
Russia,1496.11
Austria,1492.95
Czechia,1492.21
Hungary,1492.2
Algeria,1489.1
Australia,1488.72
Egypt,1486.44
Scotland,1479.53
Canada,1475
Norway,1473.04
Cameroon,1471.44
Ecuador,1464.39
Türkiye,1460.14
Mali,1448.85
Paraguay,1448.77
Côte d'Ivoire,1443.06
Republic of Ireland,1440.19
Qatar,1439.89
